	Ticker Symbol	Years	Period Ending	Period Ending Year	Total Revenue	Cost of Goods Sold	 Sales, General and Admin. 	Research and Development	Other Operating Items	GICS Sector	GICS Sub Industry	Gross Margin 1-(COGS/Total revenue)	Operating Margin [Operating profit or Income/Total revenue]	Operating profit [Gross profit - Total operatign expenses]	Gross profit [Total revenue - COGS]
1372	ROST	Year 3	1/31/2015	2015	$11,041,677,000	$7,937,956,000	$1,615,371,000	$0	$0	Consumer Discretionary	Apparel Retail	0.28	0.13	$1,488,350,000	$3,103,721,000
1373	ROST	Year 4	1/30/2016	2016	$11,939,999,000	$8,576,873,000	$1,738,755,000	$0	$0	Consumer Discretionary	Apparel Retail	0.28	0.14	$1,624,371,000	$3,363,126,000
1374	RRC	Year 1	12/31/2012	2012	$1,367,135,000	$328,784,000	$248,136,000	$0	$445,228,000	Energy	Oil & Gas Exploration & Production	0.76	0.25	$344,987,000	$1,038,351,000
1375	RRC	Year 2	12/31/2013	2013	$1,832,253,000	$516,119,000	$391,707,000	$0	$492,397,000	Energy	Oil & Gas Exploration & Production	0.72	0.24	$432,030,000	$1,316,134,000
1376	RRC	Year 3	12/31/2014	2014	$2,042,537,000	$605,752,000	$191,802,000	$0	$551,032,000	Energy	Oil & Gas Exploration & Production	0.70	0.34	$693,951,000	$1,436,785,000
1377	RRC	Year 4	12/31/2015	2015	$1,181,704,000	$648,968,000	$165,318,000	$0	$581,155,000	Energy	Oil & Gas Exploration & Production	0.45	-0.18	-$213,737,000	$532,736,000
1378	RSG	Year 1	12/31/2013	2013	$8,417,200,000	$5,234,700,000	$1,088,100,000	$0	$877,400,000	Industrials	Industrial Conglomerates	0.38	0.14	$1,217,000,000	$3,182,500,000
1379	RSG	Year 2	12/31/2014	2014	$8,803,300,000	$5,643,100,000	$998,400,000	$0	$906,900,000	Industrials	Industrial Conglomerates	0.36	0.14	$1,254,900,000	$3,160,200,000
1380	RSG	Year 3	12/31/2015	2015	$9,115,000,000	$5,518,600,000	$1,067,000,000	$0	$970,600,000	Industrials	Industrial Conglomerates	0.39	0.17	$1,558,800,000	$3,596,400,000
1381	RSG	Year 4	12/31/2016	2016	$9,387,700,000	$5,764,000,000	$1,054,500,000	$0	$991,100,000	Industrials	Industrial Conglomerates	0.39	0.17	$1,578,100,000	$3,623,700,000
1382	SBUX	Year 1	9/29/2013	2013	$14,866,800,000	$6,382,300,000	$5,655,800,000	$0	$621,400,000	Consumer Discretionary	Restaurants	0.57	0.15	$2,207,300,000	$8,484,500,000
1383	SBUX	Year 2	9/28/2014	2014	$16,447,800,000	$6,858,800,000	$6,086,800,000	$0	$709,600,000	Consumer Discretionary	Restaurants	0.58	0.17	$2,792,600,000	$9,589,000,000
1384	SBUX	Year 3	9/27/2015	2015	$19,162,700,000	$7,787,500,000	$7,130,200,000	$0	$893,900,000	Consumer Discretionary	Restaurants	0.59	0.17	$3,351,100,000	$11,375,200,000
1385	SBUX	Year 4	10/2/2016	2016	$21,315,900,000	$8,511,100,000	$7,970,300,000	$0	$980,800,000	Consumer Discretionary	Restaurants	0.60	0.18	$3,853,700,000	$12,804,800,000
1386	SCG	Year 1	12/31/2012	2012	$4,176,000,000	$2,754,000,000	$207,000,000	$0	$356,000,000	Utilities	MultiUtilities	0.34	0.21	$859,000,000	$1,422,000,000
1387	SCG	Year 2	12/31/2013	2013	$4,495,000,000	$2,987,000,000	$220,000,000	$0	$378,000,000	Utilities	MultiUtilities	0.34	0.20	$910,000,000	$1,508,000,000
1388	SCG	Year 3	12/31/2014	2014	$4,951,000,000	$3,331,000,000	$229,000,000	$0	$384,000,000	Utilities	MultiUtilities	0.33	0.20	$1,007,000,000	$1,620,000,000
1389	SCG	Year 4	12/31/2015	2015	$4,380,000,000	$2,714,000,000	$234,000,000	$0	$358,000,000	Utilities	MultiUtilities	0.38	0.25	$1,074,000,000	$1,666,000,000
1394	SE	Year 1	12/31/2012	2012	$5,075,000,000	$2,417,000,000	$337,000,000	$0	$746,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.52	0.31	$1,575,000,000	$2,658,000,000
1395	SE	Year 2	12/31/2013	2013	$5,518,000,000	$2,707,000,000	$373,000,000	$0	$772,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.51	0.30	$1,666,000,000	$2,811,000,000
1396	SE	Year 3	12/31/2014	2014	$5,903,000,000	$2,790,000,000	$393,000,000	$0	$796,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.53	0.33	$1,924,000,000	$3,113,000,000
1397	SE	Year 4	12/31/2015	2015	$5,234,000,000	$2,335,000,000	$353,000,000	$0	$764,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.55	0.34	$1,782,000,000	$2,899,000,000
1398	SEE	Year 1	12/31/2013	2013	$7,690,800,000	$5,100,900,000	$1,788,300,000	$0	$123,200,000	Materials	Paper Packaging	0.34	0.09	$678,400,000	$2,589,900,000
1399	SEE	Year 2	12/31/2014	2014	$7,750,500,000	$5,062,900,000	$1,849,400,000	$0	$118,900,000	Materials	Paper Packaging	0.35	0.09	$719,300,000	$2,687,600,000
1400	SEE	Year 3	12/31/2015	2015	$7,031,500,000	$4,444,900,000	$1,656,200,000	$0	$88,700,000	Materials	Paper Packaging	0.37	0.12	$841,700,000	$2,586,600,000
1401	SEE	Year 4	12/31/2016	2016	$6,778,300,000	$4,246,700,000	$1,604,400,000	$0	$94,900,000	Materials	Paper Packaging	0.37	0.12	$832,300,000	$2,531,600,000
1402	SHW	Year 1	12/31/2012	2012	$9,534,462,000	$5,328,236,000	$3,264,896,000	$0	$0	Materials	Specialty Chemicals	0.44	0.10	$941,330,000	$4,206,226,000
1403	SHW	Year 2	12/31/2013	2013	$10,185,532,000	$5,568,966,000	$3,470,200,000	$0	$0	Materials	Specialty Chemicals	0.45	0.11	$1,146,366,000	$4,616,566,000
1404	SHW	Year 3	12/31/2014	2014	$11,129,533,000	$5,965,049,000	$3,860,448,000	$0	$0	Materials	Specialty Chemicals	0.46	0.12	$1,304,036,000	$5,164,484,000
1405	SHW	Year 4	12/31/2015	2015	$11,339,304,000	$5,780,078,000	$3,943,786,000	$0	$0	Materials	Specialty Chemicals	0.49	0.14	$1,615,440,000	$5,559,226,000
1406	SIG	Year 1	2/2/2013	2013	$3,983,400,000	$2,446,000,000	$976,900,000	$0	$0	Consumer Discretionary	Specialty Stores	0.39	0.14	$560,500,000	$1,537,400,000
1407	SIG	Year 2	2/1/2014	2014	$4,209,200,000	$2,628,700,000	$1,010,000,000	$0	$0	Consumer Discretionary	Specialty Stores	0.38	0.14	$570,500,000	$1,580,500,000
1408	SIG	Year 3	2/2/2015	2015	$5,736,300,000	$3,662,100,000	$1,497,600,000	$0	$0	Consumer Discretionary	Specialty Stores	0.36	0.10	$576,600,000	$2,074,200,000
1409	SIG	Year 4	1/30/2016	2016	$6,550,200,000	$4,109,800,000	$1,736,700,000	$0	$0	Consumer Discretionary	Specialty Stores	0.37	0.11	$703,700,000	$2,440,400,000
1410	SJM	Year 1	4/30/2013	2013	$5,897,700,000	$3,870,100,000	$1,020,400,000	$0	$96,800,000	Consumer Staples	Packaged Foods & Meats	0.34	0.15	$910,400,000	$2,027,600,000
1411	SJM	Year 2	4/30/2014	2014	$5,610,600,000	$3,579,600,000	$1,013,100,000	$0	$98,900,000	Consumer Staples	Packaged Foods & Meats	0.36	0.16	$919,000,000	$2,031,000,000
1412	SJM	Year 3	4/30/2015	2015	$5,692,700,000	$3,724,000,000	$1,085,800,000	$0	$110,900,000	Consumer Staples	Packaged Foods & Meats	0.35	0.14	$772,000,000	$1,968,700,000
1413	SJM	Year 4	4/30/2016	2016	$7,811,200,000	$4,843,400,000	$1,614,100,000	$0	$208,400,000	Consumer Staples	Packaged Foods & Meats	0.38	0.15	$1,145,300,000	$2,967,800,000
1414	SLG	Year 1	12/31/2012	2012	$1,290,052,000	$470,243,000	$120,310,000	$0	$330,418,000	Real Estate	Office REITs	0.64	0.29	$369,081,000	$819,809,000
1415	SLG	Year 2	12/31/2013	2013	$1,371,065,000	$479,665,000	$122,128,000	$0	$340,316,000	Real Estate	Office REITs	0.65	0.31	$428,956,000	$891,400,000
1416	SLG	Year 3	12/31/2014	2014	$1,519,978,000	$500,126,000	$133,502,000	$0	$393,987,000	Real Estate	Office REITs	0.67	0.32	$492,363,000	$1,019,852,000
1417	SLG	Year 4	12/31/2015	2015	$1,662,829,000	$534,326,000	$139,137,000	$0	$588,235,000	Real Estate	Office REITs	0.68	0.24	$401,131,000	$1,128,503,000
1418	SNA	Year 1	12/31/2013	2013	$3,237,500,000	$1,638,900,000	$1,012,400,000	$0	$0	Consumer Discretionary	Household Appliances	0.49	0.18	$586,200,000	$1,598,600,000
1419	SNA	Year 2	1/3/2015	2015	$3,492,600,000	$1,759,200,000	$1,048,700,000	$0	$0	Consumer Discretionary	Household Appliances	0.50	0.20	$684,700,000	$1,733,400,000
1420	SNA	Year 3	1/2/2016	2016	$3,593,100,000	$1,774,600,000	$1,053,700,000	$0	$0	Consumer Discretionary	Household Appliances	0.51	0.21	$764,800,000	$1,818,500,000
1421	SNA	Year 4	12/31/2016	2016	$3,711,800,000	$1,803,500,000	$1,054,100,000	$0	$0	Consumer Discretionary	Household Appliances	0.51	0.23	$854,200,000	$1,908,300,000
1422	SNI	Year 1	12/31/2012	2012	$2,307,182,000	$610,836,000	$655,473,000	$0	$107,591,000	Consumer Discretionary	Broadcasting & Cable TV	0.74	0.40	$933,282,000	$1,696,346,000
1423	SNI	Year 2	12/31/2013	2013	$2,530,809,000	$699,294,000	$729,055,000	$0	$117,580,000	Consumer Discretionary	Broadcasting & Cable TV	0.72	0.39	$984,880,000	$1,831,515,000
1424	SNI	Year 3	12/31/2014	2014	$2,665,456,000	$778,896,000	$764,799,000	$0	$128,582,000	Consumer Discretionary	Broadcasting & Cable TV	0.71	0.37	$993,179,000	$1,886,560,000
1425	SNI	Year 4	12/31/2015	2015	$3,018,227,000	$987,357,000	$785,179,000	$0	$137,596,000	Consumer Discretionary	Broadcasting & Cable TV	0.67	0.37	$1,108,095,000	$2,030,870,000
1426	SO	Year 1	12/31/2012	2012	$16,537,000,000	$9,373,000,000	$914,000,000	$0	$1,787,000,000	Utilities	Electric Utilities	0.43	0.27	$4,463,000,000	$7,164,000,000
1427	SO	Year 2	12/31/2013	2013	$17,087,000,000	$9,817,000,000	$934,000,000	$0	$1,901,000,000	Utilities	Electric Utilities	0.43	0.26	$4,435,000,000	$7,270,000,000
1428	SO	Year 3	12/31/2014	2014	$18,467,000,000	$11,031,000,000	$981,000,000	$0	$1,945,000,000	Utilities	Electric Utilities	0.40	0.24	$4,510,000,000	$7,436,000,000
1429	SO	Year 4	12/31/2015	2015	$17,489,000,000	$9,811,000,000	$997,000,000	$0	$2,034,000,000	Utilities	Electric Utilities	0.44	0.27	$4,647,000,000	$7,678,000,000
1430	SPG	Year 1	12/31/2012	2012	$4,256,157,000	$800,380,000	$376,687,000	$0	$1,068,382,000	Real Estate	REITs	0.81	0.47	$2,010,708,000	$3,455,777,000
1431	SPG	Year 2	12/31/2013	2013	$4,543,849,000	$837,946,000	$402,369,000	$0	$1,107,700,000	Real Estate	REITs	0.82	0.48	$2,195,834,000	$3,705,903,000
1432	SPG	Year 3	12/31/2014	2014	$4,870,818,000	$882,803,000	$446,845,000	$0	$1,143,827,000	Real Estate	REITs	0.82	0.49	$2,397,343,000	$3,988,015,000
1433	SPG	Year 4	12/31/2015	2015	$5,266,103,000	$960,192,000	$452,835,000	$0	$1,177,568,000	Real Estate	REITs	0.82	0.51	$2,675,508,000	$4,305,911,000
1438	SPLS	Year 1	2/2/2013	2013	$24,380,510,000	$17,889,249,000	$4,884,284,000	$0	$78,900,000	Consumer Discretionary	Specialty Stores	0.27	0.06	$1,528,077,000	$6,491,261,000
1439	SPLS	Year 2	2/1/2014	2014	$23,114,000,000	$17,082,000,000	$4,735,000,000	$0	$55,000,000	Consumer Discretionary	Specialty Stores	0.26	0.05	$1,242,000,000	$6,032,000,000
1440	SPLS	Year 3	1/31/2015	2015	$22,492,000,000	$16,691,000,000	$4,816,000,000	$0	$62,000,000	Consumer Discretionary	Specialty Stores	0.26	0.04	$923,000,000	$5,801,000,000
1441	SPLS	Year 4	1/30/2016	2016	$21,059,000,000	$15,545,000,000	$4,600,000,000	$0	$67,000,000	Consumer Discretionary	Specialty Stores	0.26	0.04	$847,000,000	$5,514,000,000
1442	SRCL	Year 1	12/31/2012	2012	$1,913,149,000	$1,055,844,000	$356,817,000	$0	$31,652,000	Industrials	Industrial Conglomerates	0.45	0.25	$468,836,000	$857,305,000
1443	SRCL	Year 2	12/31/2013	2013	$2,142,807,000	$1,178,173,000	$390,610,000	$0	$38,405,000	Industrials	Industrial Conglomerates	0.45	0.25	$535,619,000	$964,634,000
1444	SRCL	Year 3	12/31/2014	2014	$2,555,601,000	$1,461,190,000	$489,937,000	$0	$48,138,000	Industrials	Industrial Conglomerates	0.43	0.22	$556,336,000	$1,094,411,000
1445	SRCL	Year 4	12/31/2015	2015	$2,985,908,000	$1,719,723,000	$712,803,000	$0	$65,770,000	Industrials	Industrial Conglomerates	0.42	0.16	$487,612,000	$1,266,185,000
1446	SRE	Year 1	12/31/2012	2012	$9,647,000,000	$6,646,000,000	$359,000,000	$0	$1,090,000,000	Utilities	MultiUtilities	0.31	0.16	$1,552,000,000	$3,001,000,000
1447	SRE	Year 2	12/31/2013	2013	$10,557,000,000	$7,186,000,000	$574,000,000	$0	$1,113,000,000	Utilities	MultiUtilities	0.32	0.16	$1,684,000,000	$3,371,000,000
1448	SRE	Year 3	12/31/2014	2014	$11,035,000,000	$7,689,000,000	$414,000,000	$0	$1,156,000,000	Utilities	MultiUtilities	0.30	0.16	$1,776,000,000	$3,346,000,000
1449	SRE	Year 4	12/31/2015	2015	$10,231,000,000	$6,648,000,000	$397,000,000	$0	$1,250,000,000	Utilities	MultiUtilities	0.35	0.19	$1,936,000,000	$3,583,000,000
1450	STI	Year 1	12/31/2012	2012	$11,240,000,000	$429,000,000	$6,073,000,000	$0	$1,441,000,000	Financials	Banks	0.96	0.29	$3,297,000,000	$10,811,000,000
1451	STI	Year 2	12/31/2013	2013	$8,602,000,000	$291,000,000	$5,808,000,000	$0	$576,000,000	Financials	Banks	0.97	0.22	$1,927,000,000	$8,311,000,000
1452	STI	Year 3	12/31/2014	2014	$8,707,000,000	$235,000,000	$5,518,000,000	$0	$367,000,000	Financials	Banks	0.97	0.30	$2,587,000,000	$8,472,000,000
1453	STI	Year 4	12/31/2015	2015	$8,533,000,000	$219,000,000	$5,120,000,000	$0	$205,000,000	Financials	Banks	0.97	0.35	$2,989,000,000	$8,314,000,000
1458	STX	Year 1	6/28/2013	2013	$14,351,000,000	$10,411,000,000	$635,000,000	$1,133,000,000	$79,000,000	Information Technology	Computer Storage & Peripherals	0.27	0.15	$2,093,000,000	$3,940,000,000
1459	STX	Year 2	6/27/2014	2014	$13,724,000,000	$9,878,000,000	$722,000,000	$1,226,000,000	$98,000,000	Information Technology	Computer Storage & Peripherals	0.28	0.13	$1,800,000,000	$3,846,000,000
1460	STX	Year 3	7/3/2015	2015	$13,739,000,000	$9,930,000,000	$237,000,000	$1,353,000,000	$129,000,000	Information Technology	Computer Storage & Peripherals	0.28	0.15	$2,090,000,000	$3,809,000,000
1461	STX	Year 4	7/1/2016	2016	$11,160,000,000	$8,545,000,000	$635,000,000	$1,237,000,000	$123,000,000	Information Technology	Computer Storage & Peripherals	0.23	0.06	$620,000,000	$2,615,000,000
1462	STZ	Year 1	2/28/2013	2013	$2,796,100,000	$1,687,800,000	$585,400,000	$0	$0	Consumer Staples	Distillers & Vintners	0.40	0.19	$522,900,000	$1,108,300,000
1463	STZ	Year 2	2/28/2014	2014	$4,867,700,000	$2,876,000,000	$895,100,000	$0	$0	Consumer Staples	Distillers & Vintners	0.41	0.23	$1,096,600,000	$1,991,700,000
1464	STZ	Year 3	2/28/2015	2015	$6,028,000,000	$3,449,400,000	$1,078,400,000	$0	$0	Consumer Staples	Distillers & Vintners	0.43	0.25	$1,500,200,000	$2,578,600,000
1465	STZ	Year 4	2/29/2016	2016	$6,548,400,000	$3,606,100,000	$1,177,200,000	$0	$0	Consumer Staples	Distillers & Vintners	0.45	0.27	$1,765,100,000	$2,942,300,000
1466	SWK	Year 1	12/28/2013	2013	$10,889,500,000	$6,985,800,000	$2,960,300,000	$0	$0	Consumer Discretionary	Household Appliances	0.36	0.09	$943,400,000	$3,903,700,000
1467	SWK	Year 2	1/3/2015	2015	$11,338,600,000	$7,235,900,000	$2,814,600,000	$0	$0	Consumer Discretionary	Household Appliances	0.36	0.11	$1,288,100,000	$4,102,700,000
1468	SWK	Year 3	1/2/2016	2016	$11,171,800,000	$7,099,800,000	$2,681,100,000	$0	$0	Consumer Discretionary	Household Appliances	0.36	0.12	$1,390,900,000	$4,072,000,000
1469	SWK	Year 4	12/31/2016	2016	$11,406,900,000	$7,139,700,000	$2,798,900,000	$0	$0	Consumer Discretionary	Household Appliances	0.37	0.13	$1,468,300,000	$4,267,200,000
1470	SWKS	Year 1	9/27/2013	2013	$1,792,000,000	$1,025,400,000	$159,700,000	$226,300,000	$29,100,000	Information Technology	Semiconductors	0.43	0.20	$351,500,000	$766,600,000
1471	SWKS	Year 2	10/3/2014	2014	$2,291,500,000	$1,268,800,000	$179,100,000	$252,200,000	$25,900,000	Information Technology	Semiconductors	0.45	0.25	$565,500,000	$1,022,700,000
1472	SWKS	Year 3	10/2/2015	2015	$3,258,400,000	$1,703,900,000	$191,300,000	$303,200,000	$33,500,000	Information Technology	Semiconductors	0.48	0.32	$1,026,500,000	$1,554,500,000
1473	SWKS	Year 4	9/30/2016	2016	$3,289,000,000	$1,623,800,000	$195,900,000	$312,400,000	$33,400,000	Information Technology	Semiconductors	0.51	0.34	$1,123,500,000	$1,665,200,000
1474	SWN	Year 1	12/31/2012	2012	$2,730,000,000	$245,000,000	$835,000,000	$0	$811,000,000	Energy	Oil & Gas Exploration & Production	0.91	0.31	$839,000,000	$2,485,000,000
1475	SWN	Year 2	12/31/2013	2013	$3,371,000,000	$328,000,000	$1,052,000,000	$0	$787,000,000	Energy	Oil & Gas Exploration & Production	0.90	0.36	$1,204,000,000	$3,043,000,000
1476	SWN	Year 3	12/31/2014	2014	$4,038,000,000	$427,000,000	$1,296,000,000	$0	$942,000,000	Energy	Oil & Gas Exploration & Production	0.89	0.34	$1,373,000,000	$3,611,000,000
1477	SWN	Year 4	12/31/2015	2015	$3,133,000,000	$689,000,000	$1,208,000,000	$0	$1,091,000,000	Energy	Oil & Gas Exploration & Production	0.78	0.05	$145,000,000	$2,444,000,000
1478	SYF	Year 1	12/31/2012	2012	$10,793,000,000	$362,000,000	$2,123,000,000	$0	$4,549,000,000	Financials	Consumer Finance	0.97	0.35	$3,759,000,000	$10,431,000,000
1479	SYF	Year 2	12/31/2013	2013	$11,813,000,000	$374,000,000	$2,484,000,000	$0	$5,445,000,000	Financials	Consumer Finance	0.97	0.30	$3,510,000,000	$11,439,000,000
1480	SYF	Year 3	12/31/2014	2014	$12,727,000,000	$470,000,000	$2,927,000,000	$0	$5,492,000,000	Financials	Consumer Finance	0.96	0.30	$3,838,000,000	$12,257,000,000
1481	SYF	Year 4	12/31/2015	2015	$13,620,000,000	$607,000,000	$3,264,000,000	$0	$5,690,000,000	Financials	Consumer Finance	0.96	0.30	$4,059,000,000	$13,013,000,000
1482	SYK	Year 1	12/31/2013	2013	$9,021,000,000	$3,002,000,000	$4,089,000,000	$536,000,000	$138,000,000	Health Care	Health Care Equipment	0.67	0.14	$1,256,000,000	$6,019,000,000
1483	SYK	Year 2	12/31/2014	2014	$9,675,000,000	$3,319,000,000	$4,308,000,000	$614,000,000	$188,000,000	Health Care	Health Care Equipment	0.66	0.13	$1,246,000,000	$6,356,000,000
1484	SYK	Year 3	12/31/2015	2015	$9,946,000,000	$3,344,000,000	$3,906,000,000	$625,000,000	$210,000,000	Health Care	Health Care Equipment	0.66	0.19	$1,861,000,000	$6,602,000,000
1485	SYK	Year 4	12/31/2016	2016	$11,325,000,000	$3,830,000,000	$4,295,000,000	$715,000,000	$319,000,000	Health Care	Health Care Equipment	0.66	0.19	$2,166,000,000	$7,495,000,000
1486	SYMC	Year 1	3/29/2013	2013	$6,906,000,000	$1,175,000,000	$3,236,000,000	$1,026,000,000	$286,000,000	Information Technology	Application Software	0.83	0.17	$1,183,000,000	$5,731,000,000
1487	SYMC	Year 2	3/28/2014	2014	$4,183,000,000	$791,000,000	$2,186,000,000	$722,000,000	$93,000,000	Information Technology	Application Software	0.81	0.09	$391,000,000	$3,392,000,000
1488	SYMC	Year 3	4/3/2015	2015	$3,956,000,000	$727,000,000	$2,012,000,000	$812,000,000	$87,000,000	Information Technology	Application Software	0.82	0.08	$318,000,000	$3,229,000,000
1489	SYMC	Year 4	4/1/2016	2016	$3,600,000,000	$615,000,000	$1,587,000,000	$748,000,000	$57,000,000	Information Technology	Application Software	0.83	0.16	$593,000,000	$2,985,000,000
1490	SYY	Year 1	6/29/2013	2013	$44,411,233,000	$36,414,626,000	$6,338,129,000	$0	$0	Consumer Staples	Food Distributors	0.18	0.04	$1,658,478,000	$7,996,607,000
1491	SYY	Year 2	6/28/2014	2014	$46,516,712,000	$38,335,677,000	$0	$0	$0	Consumer Staples	Food Distributors	0.18	0.18	$8,181,035,000	$8,181,035,000
1492	SYY	Year 3	6/27/2015	2015	$48,680,752,000	$40,129,236,000	$0	$0	$0	Consumer Staples	Food Distributors	0.18	0.18	$8,551,516,000	$8,551,516,000
1493	SYY	Year 4	7/2/2016	2016	$50,366,919,000	$41,326,447,000	$0	$0	$0	Consumer Staples	Food Distributors	0.18	0.18	$9,040,472,000	$9,040,472,000
1494	T	Year 1	12/31/2012	2012	$127,434,000,000	$55,228,000,000	$41,066,000,000	$0	$18,143,000,000	Telecommunications Services	Integrated Telecommunications Services	0.57	0.10	$12,997,000,000	$72,206,000,000
1495	T	Year 2	12/31/2013	2013	$128,752,000,000	$51,191,000,000	$28,414,000,000	$0	$18,395,000,000	Telecommunications Services	Integrated Telecommunications Services	0.60	0.24	$30,752,000,000	$77,561,000,000
1496	T	Year 3	12/31/2014	2014	$132,447,000,000	$60,145,000,000	$41,817,000,000	$0	$18,273,000,000	Telecommunications Services	Integrated Telecommunications Services	0.55	0.09	$12,212,000,000	$72,302,000,000
1497	T	Year 4	12/31/2015	2015	$146,801,000,000	$67,046,000,000	$32,954,000,000	$0	$22,016,000,000	Telecommunications Services	Integrated Telecommunications Services	0.54	0.17	$24,785,000,000	$79,755,000,000
1498	TAP	Year 1	12/31/2013	2013	$4,206,100,000	$2,545,600,000	$1,193,800,000	$0	$0	Consumer Staples	Brewers	0.39	0.11	$466,700,000	$1,660,500,000
1499	TAP	Year 2	12/31/2014	2014	$4,146,300,000	$2,493,300,000	$1,163,900,000	$0	$0	Consumer Staples	Brewers	0.40	0.12	$489,100,000	$1,653,000,000
1500	TAP	Year 3	12/31/2015	2015	$3,567,500,000	$2,163,500,000	$1,051,800,000	$0	$0	Consumer Staples	Brewers	0.39	0.10	$352,200,000	$1,404,000,000
1501	TAP	Year 4	12/31/2016	2016	$4,885,000,000	$3,003,100,000	$1,597,300,000	$0	$0	Consumer Staples	Brewers	0.39	0.06	$284,600,000	$1,881,900,000
1502	TDC	Year 1	12/31/2012	2012	$2,665,000,000	$1,174,000,000	$728,000,000	$183,000,000	$0	Information Technology	Application Software	0.56	0.22	$580,000,000	$1,491,000,000
1503	TDC	Year 2	12/31/2013	2013	$2,692,000,000	$1,219,000,000	$757,000,000	$184,000,000	$0	Information Technology	Application Software	0.55	0.20	$532,000,000	$1,473,000,000
1504	TDC	Year 3	12/31/2014	2014	$2,732,000,000	$1,253,000,000	$770,000,000	$206,000,000	$0	Information Technology	Application Software	0.54	0.18	$503,000,000	$1,479,000,000
1505	TDC	Year 4	12/31/2015	2015	$2,530,000,000	$1,254,000,000	$765,000,000	$228,000,000	$0	Information Technology	Application Software	0.50	0.11	$283,000,000	$1,276,000,000
1506	TDG	Year 1	9/30/2013	2013	$1,924,400,000	$874,838,000	$254,468,000	$0	$45,639,000	Industrials	Aerospace & Defense	0.55	0.39	$749,455,000	$1,049,562,000
1507	TDG	Year 2	9/30/2014	2014	$2,372,906,000	$1,105,032,000	$276,446,000	$0	$63,608,000	Industrials	Aerospace & Defense	0.53	0.39	$927,820,000	$1,267,874,000
1508	TDG	Year 3	9/30/2015	2015	$2,707,115,000	$1,257,270,000	$321,624,000	$0	$54,219,000	Industrials	Aerospace & Defense	0.54	0.40	$1,074,002,000	$1,449,845,000
1509	TDG	Year 4	9/30/2016	2016	$3,171,411,000	$1,443,348,000	$382,858,000	$0	$77,445,000	Industrials	Aerospace & Defense	0.54	0.40	$1,267,760,000	$1,728,063,000
1510	TEL	Year 1	9/27/2013	2013	$11,390,000,000	$7,739,000,000	$1,440,000,000	$590,000,000	$0	Information Technology	Electronic Manufacturing Services	0.32	0.14	$1,621,000,000	$3,651,000,000
1511	TEL	Year 2	9/26/2014	2014	$11,973,000,000	$8,001,000,000	$1,534,000,000	$583,000,000	$0	Information Technology	Electronic Manufacturing Services	0.33	0.15	$1,855,000,000	$3,972,000,000
1512	TEL	Year 3	9/25/2015	2015	$12,233,000,000	$8,146,000,000	$1,504,000,000	$627,000,000	$0	Information Technology	Electronic Manufacturing Services	0.33	0.16	$1,956,000,000	$4,087,000,000
1513	TEL	Year 4	9/30/2016	2016	$12,238,000,000	$8,205,000,000	$1,463,000,000	$644,000,000	$0	Information Technology	Electronic Manufacturing Services	0.33	0.16	$1,926,000,000	$4,033,000,000
1514	TGNA	Year 1	12/30/2012	2012	$5,353,197,000	$2,943,847,000	$1,303,427,000	$0	$194,039,000	Consumer Discretionary	Publishing	0.45	0.17	$911,884,000	$2,409,350,000
1515	TGNA	Year 2	12/29/2013	2013	$1,603,123,000	$662,769,000	$531,932,000	$0	$74,833,000	Consumer Discretionary	Publishing	0.59	0.21	$333,589,000	$940,354,000
1516	TGNA	Year 3	12/31/2014	2014	$2,626,141,000	$954,990,000	$766,854,000	$0	$151,837,000	Consumer Discretionary	Publishing	0.64	0.29	$752,460,000	$1,671,151,000
1517	TGNA	Year 4	12/31/2015	2015	$3,050,945,000	$923,336,000	$1,068,221,000	$0	$205,087,000	Consumer Discretionary	Publishing	0.70	0.28	$854,301,000	$2,127,609,000
1518	TGT	Year 1	2/2/2013	2013	$73,301,000,000	$50,568,000,000	$15,110,000,000	$0	$2,044,000,000	Consumer Discretionary	General Merchandise Stores	0.31	0.08	$5,579,000,000	$22,733,000,000
1519	TGT	Year 2	2/1/2014	2014	$71,279,000,000	$50,039,000,000	$14,465,000,000	$0	$1,996,000,000	Consumer Discretionary	General Merchandise Stores	0.30	0.07	$4,779,000,000	$21,240,000,000
1520	TGT	Year 3	1/31/2015	2015	$72,618,000,000	$51,278,000,000	$14,676,000,000	$0	$2,129,000,000	Consumer Discretionary	General Merchandise Stores	0.29	0.06	$4,535,000,000	$21,340,000,000
1521	TGT	Year 4	1/30/2016	2016	$73,785,000,000	$51,997,000,000	$14,665,000,000	$0	$2,213,000,000	Consumer Discretionary	General Merchandise Stores	0.30	0.07	$4,910,000,000	$21,788,000,000
1522	TIF	Year 1	1/31/2013	2013	$3,794,249,000	$1,630,965,000	$1,466,067,000	$0	$0	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.57	0.18	$697,217,000	$2,163,284,000
1523	TIF	Year 2	1/31/2014	2014	$4,031,100,000	$1,690,700,000	$2,036,100,000	$0	$0	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.58	0.08	$304,300,000	$2,340,400,000
